id,user_id,card_id,tcg,image_url,created_at,purchase_price
8c0e890c-b58a-40bf-9470-ab8daf201432,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Premium-Bandai-Products/Tony-TonyChopper-ST01-006,OnePiece,,2026-07-21 21:48:33.751153+00,
8e46ece5-5543-46db-8b96-5f1bed88e3af,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Promos/MonkeyDLuffy-P-037-V2,OnePiece,,2026-07-21 12:13:50.905329+00,14
90760c53-67a1-4fc3-8e3d-d48a950b92d8,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Special-Tournaments-Promos/MonkeyDLuffy-ST01-012,OnePiece,,2026-07-21 21:44:13.080125+00,90
92a40792-8a94-44a6-a4ec-68761efc3d94,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/Smoker-OP10-030,OnePiece,,2026-07-21 21:54:23.727289+00,
95d3ef67-ef21-4068-b9bb-eafb2904a7ff,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Egghead-Crisis-Asia-Region-Legal/MonkeyDLuffy-EB04-061-V1,OnePiece,,2026-07-21 14:01:43.431605+00,
9646dcc2-a037-46d6-bc62-f6ea468e89e3,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/The-Best-Vol-2-Non-English/Gum-Gum-Giant-OP09-078-V2,OnePiece,,2026-07-21 12:13:39.482246+00,90
9775b8cb-8f0f-4448-b51c-560d9f26a6f1,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Bonds-of-Master-and-Disciple-Non-English/Shirahoshi-OP12-102-V2,OnePiece,,2026-07-21 21:59:52.960422+00,
98f3484a-b4d7-4185-915b-c161ee4256de,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed-Non-English/Gum-Gum-Fire-Fist-Pistol-Red-Hawk-OP11-114-V2,OnePiece,,2026-07-21 14:23:30.093118+00,
9981c3b3-421b-4815-be8c-a143e16bc329,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Unnumbered-Promos-Japanese/MonkeyDLuffy-ST10-006-V2,OnePiece,,2026-07-21 12:13:27.251203+00,120
9d25b35c-8d79-42f3-a5b6-7e8515db0bf3,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Unnumbered-Promos/MonkeyDLuffy-OP07-109-V1,OnePiece,,2026-07-21 12:56:48.625088+00,3
a23dd645-8533-4487-afcc-c83775f90e24,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/The-Best-Vol-2-Non-English/MonkeyDLuffy-EB02-061-V2,OnePiece,,2026-07-21 13:41:31.996146+00,
